x,y,z,m_robot_joint_1,m_robot_joint_2,m_robot_joint_3,m_robot_joint_4,m_robot_joint_5,m_robot_joint_6,m_robot_joint_7
-0.35031561470277284,-0.3599949311524659,1.5734313948432839,1.3140897282158126,0.01974599496369489,-2.113743853915884,1.573533095762214,0.27387125534641177,0.6917455262632304,1.3928182531692985
-0.008275209675290943,-0.3512372977510586,0.5190261659812021,-0.6209185698840778,-1.9707615779269971,0.3563874096167825,1.5225542137307082,-0.11397723375327962,0.214602702521987,-2.6201945045338833
-0.4957175373271487,0.09227574913987766,1.747571457632706,-1.7380508549064793,-0.5237342051582137,2.4226305793598413,-0.5016150993688007,-0.5003813024950658,-1.5206534232205509,-0.6132678206787752
-0.12082399172157968,-0.23867300301630173,1.8348045285077206,0.712796116590019,-0.6388765621843799,0.5152990616289452,-1.1511721688137815,0.20082714883018316,-0.05421827163124382,-1.422685406715429
-0.17545343561278703,0.37756050994879936,1.3997823176386237,2.597243724484883,-1.2327441556907748,-1.2763115644383198,-1.8362573745383404,-0.9776083014697838,-1.4341560133716666,1.5412572063767898
0.6280197740136851,0.2856527629244841,0.8558953641972208,-1.3590294168808958,2.0519397856830333,1.8099216625020982,-0.4461527116997652,-2.5264509088426226,-2.0011325881412882,-0.5160384887851177
-0.00810357592095173,-0.606140738977196,1.4539933990291347,2.2284257164011128,0.8508995273487443,1.711910750215528,-1.5676903681814118,-2.6988880616328492,1.119299163865222,1.7251832037384918
0.1610263340737475,0.5388970642034325,1.415160633916523,-2.792327191464996,-1.5697438861524557,-2.2000913982430297,1.410244951919155,-1.6556651022278581,-0.49887862391161386,1.965043945673997
0.5943678689165262,0.5205407862001814,1.466338375514767,-0.7189680380593217,1.1864277955256073,1.3808383044872703,0.1691935388519883,-2.2144466166114953,-0.13410265904977092,-1.095854463824059
-0.2627026014941058,-0.18073523236840516,1.6082111271291248,-0.28826546106685713,-1.1693799936961056,0.38548458084142423,-1.553228720539613,0.8528137255681174,1.1583201396678398,-1.1265197259984905
-0.12382957852336587,0.20380922357682318,1.3879437226519473,1.3285794716544541,-0.3591170208185217,-0.695063003406676,-1.9484539212914305,0.05821058513118915,1.5441412203569445,-0.48211764180886085
-0.5626486115090057,-0.5101493268750887,1.3339814394980407,1.6285770153083088,1.2758128316569866,-1.4103877079678668,1.1432001680322674,1.1418172920040255,0.3529190515401597,1.990015086054353
-0.32276349622040335,-0.36743654778198376,1.5140111839640615,-1.8847262772092261,-0.3622505197751087,-1.5107999456659456,-1.55951879928518,1.2261778945590707,-1.5946120334914997,2.4102000964308723
-0.09542653466911502,-0.313160373907561,1.9419083336149354,-2.7082534341808744,0.1585628576871616,1.8392736387510582,0.4653033099933386,-0.8534262273266071,0.1696264979424722,-1.3615475670941184
0.030727735372385878,-0.5942867569218313,1.4320485153269056,0.9857527011327205,-0.4177981541350744,2.021535780375507,-1.6140274892997373,0.9745186760278162,-0.6310779424062138,2.4544063122114212
0.7986224758009106,-0.24198451772847077,1.1327030111688268,1.772482466401303,-1.4547348114150478,1.7033208414780172,-0.8656793504076363,-0.8220377852373373,-0.29149057798268396,-1.763907159252324
-0.397063857098867,0.6632464896825757,1.1392850084387645,-2.723679984129267,-1.6426668779734854,1.8840195252955056,0.3781251311512488,-0.847989949427812,1.606676080668822,1.088443886983788
-0.5355825601540468,-0.24836944335057085,1.6439183326856857,-1.639408979420426,-0.7169325260903636,-1.5335531890245275,-0.781081882332604,0.673659382729296,-1.638538310981908,-1.989213309102077
0.31532339936632486,-0.14409187336795753,0.7192740515961014,0.5232161074376815,-1.6039245820995132,0.49257608350969884,1.875163503371978,0.5904583883272516,-0.418197650957562,1.9417646858030655
0.6679916601804969,-0.15632315502738225,1.2280837275869128,-2.426354926920533,1.0133974353546735,-1.8851745948914571,1.3757979838969239,1.8740047158184923,0.41365351677708606,-2.940598853146917
0.3345142260830505,-0.18581850179387158,1.3993033796596632,0.5432910805582245,0.29065946182634406,-2.6585441453281318,-2.03341437710147,1.0187535079407866,0.3586224358000547,0.8802890709438689
0.3450562918126755,-0.14265370187975546,1.7269589783195083,-2.8182533722798255,0.8703925729997044,2.5070000856244286,-1.266871165470159,-1.2183121887875201,0.48701000857817744,-1.2709477950744628
-0.01078771429532268,-0.21307969877288374,1.8883190389365008,-2.6817123212129856,0.5467563615817235,-2.62053152493658,-0.6648949745062918,1.9690028727663758,-1.2223756937653842,0.5214497742239561
0.07341452761142991,0.45975492801191464,1.103281868612483,2.2539435417742983,-1.9096373854458273,-1.219046584391378,-1.931035661888408,0.10900830980698606,-1.9969235906776812,-2.2925192776873957
0.397075812382604,-0.2708366234144255,1.7563172699095717,-1.3314472607840488,0.1057948740482022,-0.8512107069452903,-0.9953441150048454,-0.8892911080375137,0.08636453514535747,0.8013357298114103
0.414230869527978,-0.17653751226398623,1.8696205907295806,1.7470596953981796,-0.35084658996657847,-1.0412298187613498,0.48911401437160684,1.2024130718268142,0.16497141138978133,-2.4922913041756254
0.701259923328524,0.1920676597599198,0.9928517209250629,-1.743608834130623,1.7635125434966445,-1.3285139274629418,0.9778426842389889,1.5361316506038016,1.2594105230381696,1.27866582358152
-0.21760325235966352,0.49363853684159964,1.0588284443965845,2.5778100246252786,-1.6384523498180426,-1.6294415558105577,-1.7254833942276464,-0.9882040325951822,-6.416062861136496e-05,0.24939749284955592
0.3786248176709318,-0.25817407819643706,1.7634186744476392,0.7618118541215653,-0.5931062741631503,-0.8071010813143311,-0.2616152201806543,-1.3603119046909942,1.9679662500394501,-2.8783794681686152
0.19985867536814395,-0.24818732513135988,1.9226092254577822,-2.8232429750608095,0.16216575001783484,-2.019654781960373,0.290871002397604,2.2206487446083547,0.8707784344179048,1.2922048663971881
0.36365982130152075,-0.17193999780378114,1.6915477864106023,-2.5384787909295237,0.06672873396583467,0.72437107689891,-0.8941623615748715,-0.057279105008636755,1.7169430028939399,-2.3298930846985044
-0.6198213587221861,0.1527384576508585,1.198252735379459,-1.9700437370292172,-0.8920701095804953,-0.04751221625851665,1.2251939394512323,-1.3069790641134444,2.0270048576616073,1.8778290510584852
0.579794619225679,0.26683002791481725,1.427088262424228,-0.46308348299250657,1.1324333217523157,-1.5430198134487663,-1.154524274431007,1.0754626253458182,-1.2360570870926177,1.3380438364473002
